drug_name,condition
MANNITOL,Central Nervous System Neoplasm
MANNITOL,Constipation
MANNITOL,brain cancer
MANNITOL,kidney cancer
MANNITOL,brain injury
NOSCAPINE,chronic lymphocytic leukemia
NIACIN,carotid atherosclerosis
NIACIN,cerebral atherosclerosis
NIACIN,Flushing
NIACIN,major depressive disorder
NEOSTIGMINE METHYLSULFATE,Snoring
LUMIRACOXIB,"osteoarthritis, knee"
LEVONORGESTREL,chronic hepatitis B virus infection
NEDOCROMIL,Airway obstruction
NORFLOXACIN,bacterial disease
NORFLOXACIN,peritonitis
NORFLOXACIN,esophageal varices
NORFLOXACIN,eye infection
NERIDRONIC ACID,"osteoarthritis, knee"
NERIDRONIC ACID,complex regional pain syndrome
NITROXOLINE,bacterial disease
LOXOPROFEN,Low back pain
NITROGEN,ischemia reperfusion injury
NITROGEN,major depressive disorder
LOVASTATIN,porokeratosis
LOVASTATIN,learning disability
LOVASTATIN,breast cancer
LOVASTATIN,ovarian cancer
LOVASTATIN,prostate cancer
LOVASTATIN,Cerebral arteriovenous malformation
MESALAMINE,diverticular disease
MESALAMINE,Colonic diverticula
LOMUSTINE,brain neoplasm
LOMUSTINE,Central Nervous System Neoplasm
LOMUSTINE,brain cancer
LOMUSTINE,kidney cancer
LOMUSTINE,lung cancer
LOMUSTINE,lung neoplasm
NORETHINDRONE ACETATE,pain
NORETHINDRONE ACETATE,hypogonadism
NORETHINDRONE ACETATE,breast cancer
NORETHINDRONE ACETATE,hemorrhage
MECLIZINE HYDROCHLORIDE,motion sickness
MECLIZINE HYDROCHLORIDE,Vertigo
NICOTINE,cervical cancer
NICOTINE,in situ carcinoma
NICOTINE,substance dependence
NICOTINE,lung cancer
NIFURTOINOL,bacterial disease
MECLOCYCLINE,acne
MARIMASTAT,breast cancer
MARIMASTAT,lung cancer
MEFLOQUINE,viral pneumonia
MEFLOQUINE,respiratory failure
MASOPROCOL,prostate cancer
GLIMEPIRIDE,hypertension
GLIMEPIRIDE,atherosclerosis
GLIMEPIRIDE,Hypercholesterolemia
NIMESULIDE,breast cancer
MEGESTROL ACETATE,Anorexia
MEGESTROL ACETATE,Hot flashes
MEGESTROL ACETATE,liver cancer
MEGESTROL ACETATE,breast cancer
MEGESTROL ACETATE,endometrial cancer
MEGESTROL ACETATE,intraepithelial neoplasia
MEMANTINE HYDROCHLORIDE,central nervous system cancer
MEMANTINE HYDROCHLORIDE,Asperger syndrome
MEMANTINE HYDROCHLORIDE,influenza
MEMANTINE HYDROCHLORIDE,learning disability
PHENYLEPHRINE HYDROCHLORIDE,infection
METOPROLOL,atherosclerosis
METOPROLOL,Hypercholesterolemia
METOPROLOL,Ventricular arrhythmia
METOPROLOL,breast cancer
MELPHALAN,ganglioneuroblastoma
MELPHALAN,chronic myeloproliferative disorder
MELPHALAN,anaplastic oligodendroglioma
MELPHALAN,brain neoplasm
MELPHALAN,neuromyelitis optica
MELPHALAN,Myasthenia gravis
MELPHALAN,chronic inflammatory demyelinating polyneuropathy
MELPHALAN,Central Nervous System Neoplasm
MELPHALAN,Opsoclonus-Myoclonus Syndrome
MELPHALAN,Bronchiectasis
MELPHALAN,childhood acute lymphoblastic leukemia
MELPHALAN,lymphoblastic lymphoma
MELPHALAN,peritoneum cancer
MELPHALAN,neuroendocrine carcinoma
MELPHALAN,fallopian tube cancer
MELPHALAN,kidney cancer
MELPHALAN,liver cancer
MELPHALAN,childhood germ cell tumor
MELPHALAN,breast cancer
MELPHALAN,ovarian cancer
MELPHALAN,prostate cancer
MELPHALAN,graft versus host disease
MELPHALAN,T-cell non-Hodgkin lymphoma
MELPHALAN,follicular lymphoma
MELPHALAN,T-cell large granular lymphocyte leukemia
MELPHALAN,adult T-cell leukemia/lymphoma
MELPHALAN,extranodal nasal NK/T cell lymphoma
MELPHALAN,neuroepithelial neoplasm
MELPHALAN,hematopoietic and lymphoid cell neoplasm
MELPHALAN,myelofibrosis
NEPAFENAC,Miosis
NEPAFENAC,macular retinal edema
NITROFURANTOIN,bacterial disease
METHOXSALEN,psoriasis
METHOXSALEN,pancreatic carcinoma
METHOXSALEN,graft versus host disease
NALBUPHINE HYDROCHLORIDE,liver disease
GUAIFENESIN,infection
OCTANOIC ACID,gallbladder neoplasm
OCTANOIC ACID,cholangiocarcinoma
NALMEFENE,atopic eczema
NALMEFENE,kidney disease
NITISINONE,tyrosinemia
POTASSIUM PERCHLORATE,Abnormality of the thyroid gland
METFORMIN HYDROCHLORIDE,polycystic ovary syndrome
METFORMIN HYDROCHLORIDE,ovarian serous cystadenocarcinoma
METFORMIN HYDROCHLORIDE,Hyperinsulinemia
METFORMIN HYDROCHLORIDE,peritoneum cancer
METFORMIN HYDROCHLORIDE,fallopian tube cancer
METFORMIN HYDROCHLORIDE,breast cancer
METFORMIN HYDROCHLORIDE,prostate cancer
METFORMIN HYDROCHLORIDE,malignant colon neoplasm
NITAZOXANIDE,respiratory system disease
NITAZOXANIDE,influenza
NITAZOXANIDE,Encephalopathy
NITAZOXANIDE,cryptosporidiosis
MAPROTILINE,glioblastoma multiforme
OTAMIXABAN,kidney disease
PRAVASTATIN SODIUM,lipodystrophy
PRAVASTATIN SODIUM,liver cancer
PRAVASTATIN SODIUM,lung cancer
NONIVAMIDE,Low back pain
METHOTREXATE,acute erythroleukemia
METHOTREXATE,acute monocytic leukemia
METHOTREXATE,acute myelomonocytic leukemia
METHOTREXATE,neuroblastoma
METHOTREXATE,chronic myeloproliferative disorder
METHOTREXATE,choriocarcinoma
METHOTREXATE,acute megakaryoblastic leukaemia
METHOTREXATE,acute myeloblastic leukemia without maturation
METHOTREXATE,refractory anemia
METHOTREXATE,refractory anemia with excess blasts
METHOTREXATE,Vitiligo
METHOTREXATE,central serous retinopathy
METHOTREXATE,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive"
METHOTREXATE,Central Nervous System Neoplasm
METHOTREXATE,intermediate uveitis
METHOTREXATE,childhood acute lymphoblastic leukemia
METHOTREXATE,lymphoblastic lymphoma
METHOTREXATE,urinary bladder cancer
METHOTREXATE,brain cancer
METHOTREXATE,head and neck carcinoma
METHOTREXATE,kidney cancer
METHOTREXATE,cervical cancer
METHOTREXATE,macular retinal edema
METHOTREXATE,childhood ependymoma
METHOTREXATE,urethra cancer
METHOTREXATE,breast cancer
METHOTREXATE,ovarian cancer
METHOTREXATE,graft versus host disease
METHOTREXATE,hemophagocytic syndrome
METHOTREXATE,choroid plexus neoplasm
METHOTREXATE,follicular lymphoma
METHOTREXATE,acute leukemia of ambiguous lineage
METHOTREXATE,T-cell large granular lymphocyte leukemia
METHOTREXATE,adult T-cell leukemia/lymphoma
METHOTREXATE,extranodal nasal NK/T cell lymphoma
METHOTREXATE,polyarticular arthritis
METHOTREXATE,hematopoietic and lymphoid cell neoplasm
METHOTREXATE,myelofibrosis
METHOTREXATE,T-lymphoblastic lymphoma
METHYLPREDNISOLONE SODIUM SUCCINATE,epilepsy
METHYLPREDNISOLONE SODIUM SUCCINATE,immune system disease
METHYLPREDNISOLONE SODIUM SUCCINATE,severe acute respiratory syndrome
METHYLPREDNISOLONE SODIUM SUCCINATE,pain
METHYLPREDNISOLONE SODIUM SUCCINATE,glomerulonephritis
METHYLPREDNISOLONE SODIUM SUCCINATE,graft versus host disease
OLTIPRAZ,lung cancer
MESNA,brain neoplasm
MESNA,breast cancer
MESNA,lung cancer
MESNA,myelofibrosis
MANDELIC ACID,bacterial disease
PHENYTOIN,pancreatic carcinoma
METHYLPREDNISOLONE,T-cell acute lymphoblastic leukemia
METHYLPREDNISOLONE,chronic obstructive pulmonary disease
METHYLPREDNISOLONE,immune system disease
METHYLPREDNISOLONE,severe acute respiratory syndrome
METHYLPREDNISOLONE,chronic myeloproliferative disorder
METHYLPREDNISOLONE,coronavirus infectious disease
METHYLPREDNISOLONE,optic neuritis
METHYLPREDNISOLONE,pneumocystosis
METHYLPREDNISOLONE,pulpitis
METHYLPREDNISOLONE,childhood acute lymphoblastic leukemia
METHYLPREDNISOLONE,optic nerve disorder
METHYLPREDNISOLONE,fallopian tube cancer
METHYLPREDNISOLONE,radiculopathy
METHYLPREDNISOLONE,breast cancer
METHYLPREDNISOLONE,ovarian cancer
METHYLPREDNISOLONE,prostate cancer
METHYLPREDNISOLONE,graft versus host disease
METHYLPREDNISOLONE,hemophagocytic syndrome
METHYLPREDNISOLONE,specific language disorder
METHYLPREDNISOLONE,hematopoietic and lymphoid cell neoplasm
RAVUCONAZOLE,fungal infectious disease
METOPROLOL SUCCINATE,Mitral regurgitation
MITOXANTRONE HYDROCHLORIDE,hepatocellular carcinoma
MITOXANTRONE HYDROCHLORIDE,myeloproliferative disorder
MITOXANTRONE HYDROCHLORIDE,lymphoblastic lymphoma
MITOXANTRONE HYDROCHLORIDE,prolymphocytic leukemia
MITOXANTRONE HYDROCHLORIDE,breast cancer
MITOXANTRONE HYDROCHLORIDE,ovarian cancer
MITOXANTRONE HYDROCHLORIDE,prostate cancer
MITOXANTRONE HYDROCHLORIDE,follicular lymphoma
MITOXANTRONE HYDROCHLORIDE,acute leukemia of ambiguous lineage
MITOMYCIN,head and neck malignant neoplasia
MITOMYCIN,Corneal opacity
MITOMYCIN,Esophageal stenosis
MITOMYCIN,Urethral stricture
MITOMYCIN,gastric cancer
MITOMYCIN,urinary bladder cancer
MITOMYCIN,appendix cancer
MITOMYCIN,anus cancer
MITOMYCIN,liver cancer
MITOMYCIN,cervical cancer
MITOMYCIN,biliary tract cancer
MITOMYCIN,anal carcinoma
MITOMYCIN,in situ carcinoma
MITOMYCIN,breast cancer
MITOMYCIN,lung cancer
PROPOFOL,brain aneurysm
PROPOFOL,treatment resistant depression
PROPOFOL,acute respiratory distress syndrome
PROPOFOL,colorectal carcinoma
PROPOFOL,Agitation
PROPOFOL,Pruritus
PROPOFOL,Shock
PROPOFOL,major depressive disorder
PROPOFOL,lung neoplasm
PROPOFOL,brain injury
PIPENDOXIFENE,breast cancer
PIPERACILLIN SODIUM,cellulitis
PIPERACILLIN SODIUM,pneumonia
PIPERACILLIN SODIUM,pneumonia
PIPERACILLIN SODIUM,appendicitis
PIPERACILLIN SODIUM,peritonitis
PIPERACILLIN SODIUM,Endometritis
PIPERACILLIN SODIUM,Pelvic Inflammatory Disease
PIPERACILLIN SODIUM,diabetic foot
METHYLPREDNISOLONE ACETATE,Low back pain
POSACONAZOLE,leukemia
POSACONAZOLE,oral candidiasis
POSACONAZOLE,Chagas disease
POSACONAZOLE,neutropenia
POSACONAZOLE,candidiasis
POSACONAZOLE,fungal infectious disease
RIBOFLAVIN,folate deficiency
RIBOFLAVIN,eye disease
RIBOFLAVIN,lactic acidosis
RIBOFLAVIN,cervical cancer
RIBOFLAVIN,refractive error
ORNITHINE,Encephalopathy
ORNITHINE,Acute hepatic failure
PROCARBAZINE HYDROCHLORIDE,brain neoplasm
PROCARBAZINE HYDROCHLORIDE,Central Nervous System Neoplasm
PREDNICARBATE,candidiasis
OTERACIL,adenocarcinoma
OTERACIL,small cell lung carcinoma
OTERACIL,kidney disease
OTERACIL,gastric cancer
OTERACIL,neuroendocrine carcinoma
OTERACIL,cervical cancer
OTERACIL,biliary tract cancer
OTERACIL,breast cancer
OTERACIL,esophageal cancer
OTERACIL,rectal carcinoma
RIVASTIGMINE,substance abuse
RIVASTIGMINE,brain injury
PITAVASTATIN,influenza
PITAVASTATIN,Renal insufficiency
PITAVASTATIN,Disorder of lipid metabolism
PRASTERONE,Premature ovarian insufficiency
PRASTERONE,Hot flashes
PRASTERONE,depressive disorder
PRASTERONE,breast cancer
PILOCARPINE,open-angle glaucoma
PILOCARPINE,xerostomia
PILOCARPINE,ocular hypertension
PILOCARPINE,presbyopia
MIFEPRISTONE,diabetes mellitus
MIFEPRISTONE,persian gulf syndrome
MIFEPRISTONE,central serous retinopathy
MIFEPRISTONE,spontaneous abortion
MIFEPRISTONE,leiomyoma
MIFEPRISTONE,major depressive disorder
MIFEPRISTONE,alcohol abuse
MIFEPRISTONE,depressive disorder
MIFEPRISTONE,peritoneum cancer
MIFEPRISTONE,fallopian tube cancer
MIFEPRISTONE,breast cancer
MIFEPRISTONE,ovarian cancer
MIFEPRISTONE,prostate cancer
MIFEPRISTONE,endometrial cancer
METHISAZONE,viral disease
MENADIONE,hemorrhage
RAMOSETRON,gastric cancer
POLIDOCANOL,epicondylitis
POLIDOCANOL,telangiectasis
MEDROXYPROGESTERONE ACETATE,diabetes mellitus
MEDROXYPROGESTERONE ACETATE,hypertension
MEDROXYPROGESTERONE ACETATE,pregnancy
MEDROXYPROGESTERONE ACETATE,Myocardial Ischemia
MEDROXYPROGESTERONE ACETATE,Hypercholesterolemia
MEDROXYPROGESTERONE ACETATE,Premature ovarian insufficiency
MEDROXYPROGESTERONE ACETATE,Hot flashes
MEDROXYPROGESTERONE ACETATE,thrombotic disease
MEDROXYPROGESTERONE ACETATE,kidney cancer
MEDROXYPROGESTERONE ACETATE,endometrial cancer
PIPAMPERONE,major depressive disorder
MISOPROSTOL,muscle cramp
MISOPROSTOL,spontaneous abortion
MISOPROSTOL,endometrial disorder
MISOPROSTOL,leiomyoma
PIROMIDIC ACID,bacterial disease
MENTHOL,gastric cancer
MENTHOL,pharyngitis
PRAMIPEXOLE,renal colic
PRAMIPEXOLE,substance abuse
PIMONIDAZOLE,prostate cancer
REPAGLINIDE,hypertension
REPAGLINIDE,atherosclerosis
REPAGLINIDE,Hypercholesterolemia
METRONIDAZOLE,colorectal adenocarcinoma
METRONIDAZOLE,infection
METRONIDAZOLE,multidrug-resistant tuberculosis
METRONIDAZOLE,central serous retinopathy
METRONIDAZOLE,Encephalopathy
METRONIDAZOLE,Pilonidal sinus
METRONIDAZOLE,fungal infectious disease
METRONIDAZOLE,vaginitis
METRONIDAZOLE,gingivitis
ROSIGLITAZONE MALEATE,Central Nervous System Neoplasm
PROPYLTHIOURACIL,Abnormality of the thyroid gland
PYRIDOSTIGMINE BROMIDE,Myasthenia gravis
RANITIDINE BISMUTH CITRATE,Helicobacter pylori infectious disease
PROPYPHENAZONE,pain
PROPYPHENAZONE,Fever
ONDANSETRON HYDROCHLORIDE,Vomiting
PSILOCYBINE,treatment resistant depression
PSILOCYBINE,major depressive disorder
PRINOMASTAT,Central Nervous System Neoplasm
PRINOMASTAT,prostate cancer
PRINOMASTAT,lung cancer
PSEUDOEPHEDRINE HYDROCHLORIDE,influenza
PELUBIPROFEN,Low back pain
OLSALAZINE SODIUM,ulcerative colitis
OXOLINIC ACID,bacterial disease
PREDNISOLONE ACETATE,Low back pain
PREDNISOLONE ACETATE,macular retinal edema
PRIMAQUINE PHOSPHATE,Plasmodium falciparum malaria
OXYBUTYNIN,Polyuria
OSELTAMIVIR,influenza
ONDANSETRON,Hallucinations
ONDANSETRON,Vomiting
ONDANSETRON,alcohol abuse
ONDANSETRON,breast cancer
ONDANSETRON,brain injury
THYMOL,gingivitis
RETINOL,eye disease
RETINOL,diarrheal disease
PROPAMIDINE,eye infection
OLMESARTAN MEDOXOMIL,Proteinuria
OLMESARTAN MEDOXOMIL,glomerulonephritis
PYRIDOXINE HYDROCHLORIDE,folate deficiency
RESIQUIMOD,influenza
QUINIDINE,major depressive disorder
QUINIDINE,depressive disorder
PROBENECID,brain injury
PROGLUMIDE,non-alcoholic steatohepatitis
SECNIDAZOLE,trichomoniasis
RESORCINOL,acne
RESORCINOL,eye infection
OXOLAMINE,Cough
PREDNISOLONE SODIUM PHOSPHATE,inflammation
OXYTETRACYCLINE,eye infection
PANTHENOL,influenza
ROFLUMILAST,dermatitis
PENTOSTATIN,kidney cancer
PENTOSTATIN,graft versus host disease
PERIFOSINE,acute erythroleukemia
PERIFOSINE,soft tissue sarcoma
PERIFOSINE,kidney cancer
PERIFOSINE,mixed glioma
PERIFOSINE,breast cancer
PERIFOSINE,ovarian cancer
PERIFOSINE,prostate cancer
PERIFOSINE,malignant colon neoplasm
TAURINE,homocystinuria
PYRIMETHAMINE,HIV infection
PYRIMETHAMINE,pneumocystosis
PYRIMETHAMINE,Chorioretinitis
PAMIDRONATE DISODIUM,breast cancer
ROFECOXIB,brain neoplasm
ROFECOXIB,prostate cancer
ROSOXACIN,bacterial disease
TETRACYCLINE,bacterial vaginosis
TETRACYCLINE,vulvovaginal candidiasis
TETRACYCLINE,eye infection
REBIMASTAT,breast cancer
REBIMASTAT,lung cancer
RAMIPRIL,metabolic disease
RAMIPRIL,abnormal glucose tolerance
RAMIPRIL,atherosclerosis
RAMIPRIL,glomerulonephritis
PARICALCITOL,diabetic nephropathy
PARICALCITOL,left ventricular hypertrophy
PARICALCITOL,parathyroid disease
PARICALCITOL,breast cancer
PARICALCITOL,prostate cancer
PALMIDROL,Tourette syndrome
SELENOMETHIONINE,prostate cancer
SELENOMETHIONINE,follicular lymphoma
PERINDOPRIL,childhood cancer
PERINDOPRIL,substance abuse
PROSCILLARIDIN,cardiovascular disease
RISPERIDONE,developmental disability
RISPERIDONE,Neurodevelopmental disorder
RISPERIDONE,schizotypal personality disorder
RISPERIDONE,major depressive disorder
PREDNISONE,chronic myeloproliferative disorder
PREDNISONE,neuromyelitis optica
PREDNISONE,viral pneumonia
PREDNISONE,synovitis
PREDNISONE,keratitis
PREDNISONE,exfoliative dermatitis
PREDNISONE,chronic inflammatory demyelinating polyneuropathy
PREDNISONE,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive"
PREDNISONE,Central Nervous System Neoplasm
PREDNISONE,Opsoclonus-Myoclonus Syndrome
PREDNISONE,lateral epicondylitis
PREDNISONE,Iridocyclitis
PREDNISONE,Abnormality of blood and blood-forming tissues
PREDNISONE,Glucose intolerance
PREDNISONE,Chorioretinitis
PREDNISONE,childhood acute lymphoblastic leukemia
PREDNISONE,lymphoblastic lymphoma
PREDNISONE,interstitial nephritis
PREDNISONE,choroiditis
PREDNISONE,kidney cancer
PREDNISONE,B-cell neoplasm
PREDNISONE,breast cancer
PREDNISONE,prostate cancer
PREDNISONE,lung cancer
PREDNISONE,classic Hodgkin lymphoma
PREDNISONE,graft versus host disease
PREDNISONE,primary adrenal insufficiency
PREDNISONE,hemophagocytic syndrome
PREDNISONE,Castleman disease
PREDNISONE,T-cell non-Hodgkin lymphoma
PREDNISONE,IgG4-related disease
PREDNISONE,thrombotic thrombocytopenic purpura
PREDNISONE,follicular lymphoma
PREDNISONE,adult T-cell leukemia/lymphoma
PREDNISONE,myelofibrosis
PREDNISONE,T-lymphoblastic lymphoma
PAROXETINE,major depressive disorder
PAROXETINE,depressive disorder
PAROXETINE,anovulation
SAREDUTANT,major depressive disorder
SAREDUTANT,depressive disorder
PENICILLIN V,bacterial disease
PERPHENAZINE,Agitation
PHENOBARBITAL,neutropenia
TIMOLOL,varicose ulcer
SULFATHIAZOLE,bacterial disease
TEGAFUR,adenocarcinoma
TEGAFUR,small cell lung carcinoma
TEGAFUR,kidney disease
TEGAFUR,gastric cancer
TEGAFUR,urinary bladder cancer
TEGAFUR,neuroendocrine carcinoma
TEGAFUR,cervical cancer
TEGAFUR,biliary tract cancer
TEGAFUR,breast cancer
TEGAFUR,esophageal cancer
TEGAFUR,neoplasm of esophagus
TEGAFUR,rectal carcinoma
TIOXOLONE,acne
THIABENDAZOLE,Helminthiasis
SULFISOXAZOLE,bacterial disease
SULFISOXAZOLE,eye infection
SULFAMETER,bacterial disease
PHENTERMINE,kidney disease
SULFAMETHAZINE,bacterial disease
TEMOZOLOMIDE,ganglioneuroblastoma
TEMOZOLOMIDE,pancreatic endocrine carcinoma
TEMOZOLOMIDE,diffuse intrinsic pontine glioma
TEMOZOLOMIDE,Central Nervous System Neoplasm
TEMOZOLOMIDE,Pituitary Gland Adenoma
TEMOZOLOMIDE,aseptic meningitis
TEMOZOLOMIDE,desmoplastic small round cell tumor
TEMOZOLOMIDE,soft tissue sarcoma
TEMOZOLOMIDE,brain cancer
TEMOZOLOMIDE,neuroendocrine carcinoma
TEMOZOLOMIDE,fallopian tube cancer
TEMOZOLOMIDE,childhood brain stem neoplasm
TEMOZOLOMIDE,mixed glioma
TEMOZOLOMIDE,breast cancer
TEMOZOLOMIDE,ovarian cancer
TEMOZOLOMIDE,prostate cancer
TEMOZOLOMIDE,lung cancer
TEMOZOLOMIDE,choroid plexus neoplasm
TEMOZOLOMIDE,primary brain neoplasm
TEMOZOLOMIDE,digestive system neuroendocrine neoplasm
TAZAROTENE,Genetic hypopigmentation of the skin
SODIUM SULFATE,Constipation
SODIUM FEREDETATE,anemia (phenotype)
TELMISARTAN,Polycystic Kidney Disease
TIRAPAZAMINE,peritoneum cancer
TIRAPAZAMINE,cervical cancer
TIRAPAZAMINE,ovarian cancer
TIRAPAZAMINE,lung cancer
OXALIPLATIN,testicular neoplasm
OXALIPLATIN,pancreatic endocrine carcinoma
OXALIPLATIN,gastrointestinal disease
OXALIPLATIN,Central Nervous System Neoplasm
OXALIPLATIN,Hepatoblastoma
OXALIPLATIN,neuroendocrine neoplasm
OXALIPLATIN,colon adenocarcinoma
OXALIPLATIN,gastric cancer
OXALIPLATIN,urinary bladder cancer
OXALIPLATIN,anus cancer
OXALIPLATIN,head and neck carcinoma
OXALIPLATIN,peritoneum cancer
OXALIPLATIN,neuroendocrine carcinoma
OXALIPLATIN,fallopian tube cancer
OXALIPLATIN,digestive system cancer
OXALIPLATIN,teratoma
OXALIPLATIN,liver cancer
OXALIPLATIN,cervical cancer
OXALIPLATIN,biliary tract cancer
OXALIPLATIN,gallbladder cancer
OXALIPLATIN,breast cancer
OXALIPLATIN,esophageal cancer
OXALIPLATIN,ovarian cancer
OXALIPLATIN,prostate cancer
OXALIPLATIN,lung cancer
OXALIPLATIN,endometrial cancer
OXALIPLATIN,follicular lymphoma
OXALIPLATIN,adult T-cell leukemia/lymphoma
OXALIPLATIN,extranodal nasal NK/T cell lymphoma
OXALIPLATIN,malignant colon neoplasm
OXALIPLATIN,hematopoietic and lymphoid cell neoplasm
OXALIPLATIN,rectal carcinoma
SODIUM ASCORBATE,folate deficiency
SODIUM ASCORBATE,ovarian cancer
SERINE,schizoaffective disorder
THALIDOMIDE,neuroblastoma
THALIDOMIDE,oral cavity cancer
THALIDOMIDE,Central Nervous System Neoplasm
THALIDOMIDE,Langerhans Cell Histiocytosis
THALIDOMIDE,Uterine Carcinosarcoma
THALIDOMIDE,soft tissue sarcoma
THALIDOMIDE,peritoneum cancer
THALIDOMIDE,fallopian tube cancer
THALIDOMIDE,kidney cancer
THALIDOMIDE,liver cancer
THALIDOMIDE,appendix carcinoma
THALIDOMIDE,breast cancer
THALIDOMIDE,esophageal cancer
THALIDOMIDE,ovarian cancer
THALIDOMIDE,prostate cancer
THALIDOMIDE,lung cancer
THALIDOMIDE,Castleman disease
THALIDOMIDE,follicular lymphoma
THALIDOMIDE,extranodal nasal NK/T cell lymphoma
THALIDOMIDE,malignant colon neoplasm
THALIDOMIDE,myelofibrosis
TEMOCILLIN,bacterial disease
SITAXENTAN,pulmonary hypertension
ROLIPRAM,major depressive disorder
TESMILIFENE,breast cancer
TERCONAZOLE,vaginitis
SULPIRIDE,psychosis
SULBACTAM SODIUM,infection
SULBACTAM SODIUM,infection
TESTOLACTONE,precocious puberty
SALICYLIC ACID,Tension-type headache
SALICYLIC ACID,thrombotic disease
SALICYLIC ACID,pharyngitis
ROPIVACAINE,post-traumatic stress disorder
ROPIVACAINE,Plantar Fasciitis
ROPIVACAINE,Inguinal hernia
ROPIVACAINE,Hallux valgus
ROPIVACAINE,Arthropathy
ROPIVACAINE,Paralysis
ROPIVACAINE,Chronic pain
ROPIVACAINE,gastric cancer
ROPIVACAINE,leiomyoma
ROPIVACAINE,breast cancer
ROPIVACAINE,ovarian cancer
TIAPRIDE,Tourette syndrome
TIAPRIDE,psychosis
TIZANIDINE HYDROCHLORIDE,Spasticity
TIZANIDINE HYDROCHLORIDE,radiculopathy
TIZANIDINE HYDROCHLORIDE,brain injury
PENICILLIN G POTASSIUM,pneumococcal infection
PENICILLIN G POTASSIUM,gastric cancer
PERAMIVIR,influenza
PAZUFLOXACIN,bacterial disease
PHENIRAMINE MALEATE,influenza
OXAMNIQUINE,Helminthiasis
PENTETIC ACID,brain neoplasm
SODIUM IODIDE I 131,hyperthyroidism
SODIUM LACTATE,subarachnoid hemorrhage
SODIUM LACTATE,Shock
SODIUM PROPIONATE MONOHYDRATE,eye infection
PHENOTHRIN,parasitic infection
THIAMPHENICOL,bacterial disease
SEVOFLURANE,severe acute respiratory syndrome
SEVOFLURANE,brain aneurysm
SEVOFLURANE,septic shock
SEVOFLURANE,acute respiratory distress syndrome
SEVOFLURANE,breast cancer
SEVOFLURANE,lung neoplasm
SEVOFLURANE,alcohol-related disorders
SEVOFLURANE,brain injury
SODIUM PHENYLACETATE,Central Nervous System Neoplasm
SODIUM PHENYLACETATE,Encephalopathy
SULFUR HEXAFLUORIDE,pancreatic ductal adenocarcinoma
SULFUR HEXAFLUORIDE,pulmonary hypertension
SULFUR HEXAFLUORIDE,breast cancer
TETRAMETHRIN,parasitic infection
TREOSULFAN,neoplasm
TREOSULFAN,non-Hodgkins lymphoma
TREOSULFAN,ovarian cancer
TREOSULFAN,graft versus host disease
PERMETHRIN,parasitic infection
PERMETHRIN,lice infestation
SPARFLOXACIN,bacterial disease
SULFAPHENAZOLE,bacterial disease
SULFAPHENAZOLE,eye infection
HYDROXYCHLOROQUINE SULFATE,malaria
HYDROXYCHLOROQUINE SULFATE,antiphospholipid syndrome
HYDROXYCHLOROQUINE SULFATE,lung disease
HYDROXYCHLOROQUINE SULFATE,cutaneous lupus erythematosus
HYDROXYCHLOROQUINE SULFATE,cholangiocarcinoma
HYDROXYCHLOROQUINE SULFATE,coronavirus infectious disease
BEMEGRIDE,respiratory system disease
TAPENTADOL,Hallux valgus
TAPENTADOL,Low back pain
TAPENTADOL,diabetic polyneuropathy
SULFAMETOMIDINE,bacterial disease
SODIUM NITRITE,Plasmodium falciparum malaria
SODIUM NITRITE,poisoning
SODIUM NITRITE,pulmonary hypertension
SULFADIAZINE,bacterial disease
SULFADIAZINE,Chorioretinitis
